3201.04	-1026	-10852	10903	-95.37
3202.44	-1018	-10873	10923	-95.14
3203.53	-966	-10876	10916	-94.97
3204.86	-953	-10886	10931	-95.18
3206.25	-1004	-10876	10919	-95.50
3207.45	-1061	-10867	10920	-95.57
3209.06	-1050	-10858	10899	-95.43
3210.53	-1029	-10828	10869	-95.35
3211.65	-1008	-10817	10861	-95.31
3213.10	-1001	-10811	10859	-95.5
3214.53	-940	-10834	10874	-94.71
3215.71	-874	-10830	10861	-94.44
3217.55	-836	-10842	10885	-94.43
3218.98	-846	-10867	10896	-94.41
3220.18	-830	-10854	10878	-94.9
3221.60	-749	-10830	10849	-93.58
3223.01	-648	-10819	10826	-92.71
3224.24	-414	-10778	10770	-89.69
3225.89	386	-10740	10788	-79.9
3227.14	3211	-10629	12016	-55.1
3228.57	7810	-10619	11333	-100.28
3229.99	-7000	-10977	16623	-140.63
3231.24	-12522	-10879	14389	-124.62
3232.67	-5501	-10799	11439	-105.52
3234.40	-2613	-10819	11059	-100.93
3235.64	-1979	-10847	11006	-99.60
3237.10	-1814	-10840	10987	-99.32
3238.53	-1765	-10845	10985	-99.15
3239.79	-1746	-10840	10975	-99.8
3241.50	-1717	-10831	10964	-98.73
3242.93	-1655	-10857	10983	-98.51
3244.13	-1615	-10862	10982	-98.28
3245.57	-1565	-10876	10979	-97.90
3247.08	-1496	-10844	10934	-97.84
3248.38	-1490	-10834	10944	-97.73
3250.42	-1466	-10866	10966	-97.59
3251.89	-1445	-10868	10960	-97.55
3253.12	-1436	-10859	10954	-97.41
3254.62	-1409	-10863	10948	-97.49
3256.01	-1444	-10847	10948	-97.80
3257.29	-1488	-10851	10947	-97.50
3258.95	-1395	-10839	10919	-97.6
3260.21	-1341	-10854	10950	-96.98
3261.62	-1330	-10877	10951	-96.90
3263.06	-1300	-10855	10927	-96.53
3264.37	-1226	-10856	10923	-96.25
3265.77	-1173	-10872	10937	-95.80
3267.55	-1077	-10876	10916	-95.44
3268.80	-1041	-10846	10897	-95.67
3270.19	-1085	-10856	10913	-95.54
3271.68	-1038	-10854	10897	-95.46
3272.95	-1050	-10848	10905	-95.64
3274.41	-1076	-10860	10910	-95.70
3276.12	-1087	-10845	10901	-95.74
3277.34	-1089	-10867	10927	-95.53
3278.87	-1032	-10866	10898	-95.10
3280.31	-955	-10822	10859	-94.88
3281.62	-912	-10820	10860	-94.76
3283.52	-905	-10834	10875	-94.76
3285.03	-896	-10838	10875	-94.63
3286.34	-871	-10832	10854	-94.39
3287.86	-800	-10790	10814	-93.68
3289.37	-616	-10798	10805	-91.72
3290.74	-126	-10745	10724	-84.18
3292.44	2153	-10595	11525	-59.26
3293.95	7654	-10491	12507	-70.10
3295.28	-1292	-10852	13624	-135.12
3296.83	-11449	-10948	14392	-125.4
3298.18	-5683	-10785	11394	-105.82
3299.66	-2542	-10790	10997	-100.40
3301.57	-1911	-10800	10965	-99.62
3302.83	-1810	-10834	10988	-99.15
3304.36	-1725	-10845	10974	-98.86
3305.90	-1683	-10838	10973	-98.87
3307.19	-1706	-10863	10999	-98.96
3308.74	-1713	-10865	10997	-98.83
3310.48	-1668	-10878	11004	-98.45
3311.97	-1598	-10882	10987	-98.18
3313.39	-1551	-10861	10967	-98.0
3314.91	-1514	-10851	10957	-97.89
3316.25	-1515	-10856	10960	-98.20
3318.40	-1586	-10850	10974	-98.28
3319.97	-1551	-10881	10985	-97.40
3321.28	-1372	-10883	10961	-97.57
3322.84	-1492	-10845	10945	-97.88
3324.35	-1473	-10839	10933	-97.37
3325.65	-1375	-10849	10934	-96.99
3327.36	-1324	-10850	10928	-96.98
3328.96	-1334	-10857	10940	-96.91
3330.28	-1295	-10850	10921	-96.50
3331.83	-1215	-10867	10940	-96.13
3333.14	-1143	-10884	10934	-95.59
3334.66	-1033	-10845	10883	-95.76
3336.50	-1156	-10822	10896	-96.28
3337.83	-1154	-10851	10906	-95.51
3339.36	-1017	-10849	10891	-95.26
3340.98	-1007	-10843	10893	-95.41
3342.31	-1031	-10857	10904	-95.38
3343.79	-1018	-10838	10878	-95.27
3345.57	-984	-10819	10860	-95.0
3346.90	-939	-10841	10888	-94.96
3348.38	-948	-10849	10888	-95.4
3349.97	-958	-10842	10880	-95.11
3351.31	-980	-10830	10874	-95.13
3353.41	-944	-10835	10874	-94.45
3354.91	-815	-10835	10856	-93.80
3356.26	-637	-10806	10809	-91.52
3357.79	-12	-10772	10770	-83.53
3359.35	2329	-10659	11577	-59.11
3360.76	7861	-10551	12277	-79.99
3362.49	-3774	-10935	15287	-137.66
3364.06	-11648	-10920	13898	-120.86
3365.38	-4708	-10793	11258	-104.5
3366.95	-2298	-10815	11022	-100.26
3368.30	-1896	-10847	10997	-99.51
3369.82	-1791	-10828	10970	-99.21
3371.69	-1751	-10838	10979	-99.7
3373.07	-1720	-10842	10976	-98.91
3374.63	-1697	-10844	10972	-98.85
3376.24	-1687	-10831	10957	-98.91
3377.56	-1692	-10808	10937	-98.66
3379.10	-1627	-10848	10982	-98.41
3380.86	-1605	-10887	11002	-98.32
3382.30	-1589	-10872	10983	-98.38
3383.81	-1608	-10864	10980	-98.42
3385.43	-1599	-10839	10947	-98.5
3386.79	-1476	-10859	10959	-97.3
3388.92	-1297	-10882	10956	-96.94
3390.55	-1377	-10871	10961	-97.55
3391.97	-1426	-10852	10941	-97.27
3393.56	-1379	-10860	10948	-97.9
3394.99	-1325	-10864	10944	-96.69
3396.37	-1259	-10877	10943	-96.48
3398.07	-1232	-10847	10910	-96.53
3399.68	-1241	-10834	10908	-96.37
3401.03	-1185	-10865	10933	-95.73
3402.64	-1064	-10884	10935	-95.94
3404.18	-1196	-10867	10937	-96.58
3405.56	-1229	-10859	10916	-95.86
3407.37	-1060	-10849	10897	-95.7
3408.76	-940	-10860	10899	-94.95
3410.32	-957	-10851	10891	-95.25
3411.89	-1006	-10839	10883	-95.34
3413.27	-1016	-10840	10890	-95.38
3414.82	-1026	-10844	10892	-95.41
3416.61	-1021	-10845	10891	-95.22
3418.03	-979	-10838	10874	-95.7
3419.52	-959	-10823	10860	-94.96
3421.14	-924	-10795	10826	-94.72
3422.51	-875	-10804	10847	-94.28
3424.07	-762	-10821	10830	-93.1
3426.10	-403	-10766	10745	-87.76
3427.48	1325	-10660	11200	-61.66
3429.05	7213	-10587	12248	-74.42
3430.60	-2164	-10924	13863	-133.97
3432.02	-11009	-10946	14154	-123.95
3433.97	-5441	-10816	11422	-105.74
3435.61	-2557	-10793	11006	-100.71
3437.04	-1936	-10812	10977	-99.44
3438.62	-1769	-10835	10972	-99.10
3440.11	-1732	-10832	10974	-99.12
3441.52	-1741	-10855	10998	-99.9
3443.49	-1736	-10855	10988	-98.99
3444.79	-1699	-10845	10975	-98.72
3446.34	-1665	-10856	10982	-98.87
3447.94	-1705	-10835	10965	-98.97
3449.33	-1711	-10837	10980	-99.0
3450.84	-1721	-10865	10997	-98.97
3452.62	-1704	-10854	10989	-98.63
3454.06	-1614	-10889	11005	-97.89
3455.57	-1459	-10904	10990	-97.9
3457.26	-1342	-10894	10977	-97.33
3458.57	-1443	-10879	10971	-97.73
3460.16	-1463	-10858	10949	-97.48
3462.35	-1408	-10857	10951	-97.12
3463.78	-1338	-10885	10970	-96.86
3465.34	-1311	-10900	10978	-96.86
3466.88	-1304	-10885	10953	-96.69
3468.32	-1262	-10865	10933	-96.45
3470.01	-1210	-10852	10909	-96.6
3471.63	-1128	-10851	10917	-95.96
3473.01	-1167	-10889	10962	-96.39
3474.55	-1219	-10904	10967	-96.15
3476.14	-1145	-10875	10918	-95.58
3477.52	-1028	-10859	10911	-95.9
3479.33	-945	-10888	10929	-94.71
3480.92	-893	-10884	10913	-94.97
3482.36	-984	-10854	10902	-95.47
3483.96	-1042	-10856	10901	-95.45
3485.35	-1035	-10839	10882	-95.36
3487.03	-1004	-10825	10869	-95.18
3488.65	-982	-10828	10874	-95.17
3490.03	-980	-10835	10877	-95.8
3491.57	-942	-10830	10864	-94.62
3493.16	-840	-10798	10815	-93.82
3494.60	-613	-10780	10782	-90.66
3496.15	321	-10742	10797	-77.76
3498.16	3931	-10594	12539	-53.89
3499.63	7040	-10661	10781	-113.42
3501.17	-9268	-10918	14416	-126.68
3502.73	-5953	-10830	11597	-107.88
3504.18	-2820	-10802	11050	-101.6
3505.84	-1971	-10843	11004	-99.49
3507.42	-1773	-10847	10987	-99.6
3508.81	-1722	-10856	10992	-98.93
3510.43	-1701	-10859	10988	-98.87
3511.99	-1702	-10857	10994	-99.1
3513.40	-1720	-10861	10989	-98.83
3515.22	-1680	-10856	10989	-98.74
3516.81	-1671	-10869	10992	-98.86
3518.20	-1715	-10850	10988	-99.26
3519.82	-1778	-10845	10989	-99.16
3521.19	-1730	-10846	10975	-98.85
3522.74	-1655	-10857	10984	-98.32
3524.55	-1568	-10867	10976	-98.2
3525.95	-1502	-10890	10994	-97.51
3527.46	-1421	-10889	10974	-97.51
3529.13	-1447	-10862	10952	-97.59
3530.53	-1441	-10851	10945	-97.48
3532.10	-1405	-10843	10932	-97.13
3534.05	-1345	-10885	10979	-96.98
3535.33	-1331	-10906	10972	-96.81
3536.93	-1277	-10839	10899	-96.60
3538.49	-1248	-10830	10909	-96.47
3539.90	-1224	-10861	10926	-96.25
3541.64	-1163	-10840	10891	-95.93
3543.18	-1126	-10834	10905	-96.9
3544.60	-1170	-10860	10920	-96.6
3546.14	-1137	-10851	10905	-95.83
3547.74	-1089	-10843	10894	-95.62
3549.13	-1066	-10842	10896	-95.46
3550.94	-1002	-10866	10912	-94.86
3552.53	-916	-10857	10888	-94.99
3553.88	-973	-10859	10915	-95.27
3555.47	-1011	-10899	10950	-95.35
3557.03	-1026	-10869	10901	-95.44
3558.42	-1040	-10838	10891	-95.55
3560.22	-1052	-10839	10882	-95.45
3561.59	-1025	-10827	10872	-95.24
3563.16	-959	-10817	10849	-94.59
3564.73	-782	-10790	10801	-92.95
3566.15	-327	-10745	10728	-86.18
3567.73	1824	-10632	11355	-62.6
3569.68	7325	-10537	12321	-70.3
3571.11	-907	-10877	12571	-127.76
3572.66	-8839	-10893	13054	-117.74
3574.27	-4037	-10837	11229	-103.7
