3345.04	-941	-10862	10906	-94.93
3345.20	-936	-10870	10909	-94.89
3345.42	-929	-10850	10877	-94.91
3345.62	-934	-10830	10873	-94.93
3345.85	-934	-10845	10891	-94.97
3346.09	-952	-10857	10898	-95.6
3346.29	-958	-10853	10893	-94.93
3346.53	-930	-10849	10884	-94.82
3346.75	-913	-10840	10882	-94.83
3346.98	-920	-10861	10902	-94.88
3347.22	-931	-10861	10900	-95.3
3347.44	-967	-10853	10892	-95.25
3347.65	-996	-10824	10862	-95.13
3347.70	-966	-10822	10869	-95.13
3347.95	-976	-10835	10881	-95.9
3348.15	-963	-10843	10887	-95.12
3348.39	-976	-10840	10880	-95.13
3348.65	-970	-10842	10895	-95.4
3348.87	-958	-10871	10906	-95.0
3349.10	-945	-10836	10867	-94.93
3349.31	-933	-10819	10860	-94.92
3349.73	-934	-10834	10884	-94.99
3349.98	-951	-10851	10893	-94.94
3350.20	-924	-10845	10875	-94.74
3350.47	-902	-10824	10863	-94.81
3350.67	-904	-10824	10855	-94.65
3350.91	-878	-10814	10849	-94.60
3351.15	-864	-10818	10855	-94.45
3351.35	-835	-10840	10875	-94.29
3351.57	-803	-10846	10873	-94.8
3351.64	-771	-10829	10844	-94.9
3351.86	-773	-10804	10833	-94.2
3352.09	-754	-10815	10842	-93.85
3352.30	-721	-10820	10841	-93.75
3352.53	-709	-10805	10821	-93.73
3352.78	-701	-10768	10775	-93.75
3353.01	-713	-10736	10773	-93.80
3353.23	-701	-10813	10853	-93.43
3353.46	-639	-10843	10855	-93.26
3353.78	-610	-10822	10832	-93.4
3354.02	-555	-10807	10817	-92.64
3354.23	-481	-10809	10820	-92.17
3354.47	-376	-10810	10810	-91.47
3354.69	-240	-10785	10782	-90.90
3354.94	-141	-10776	10771	-90.22
3355.16	-4	-10759	10758	-89.20
3355.39	214	-10759	10759	-87.92
3355.48	448	-10732	10740	-86.64
3355.68	724	-10732	10769	-85.15
3355.91	979	-10719	10759	-83.71
3356.13	1280	-10671	10768	-81.20
3356.38	1830	-10657	10856	-77.96
3356.60	2462	-10639	10998	-73.71
3356.83	3432	-10603	11288	-68.19
3357.06	4563	-10556	11719	-62.16
3357.29	6038	-10504	12567	-54.83
3357.94	7872	-10457	13559	-48.63
3358.22	9929	-10414	15425	-39.99
3358.45	13316	-10491	17268	-38.66
3358.68	12236	-10616	14793	-50.70
3358.96	7368	-10734	11805	-72.92
3359.19	1763	-10871	10942	-103.67
3359.40	-4909	-10995	13554	-132.17
3359.61	-11665	-11098	17863	-143.89
3359.84	-16505	-11097	21122	-149.32
3359.91	-19070	-11065	22267	-150.15
3360.13	-19019	-11022	21618	-148.90
3360.39	-17994	-11017	20452	-146.73
3360.59	-16105	-10956	18569	-142.55
3360.82	-13575	-10927	16603	-137.46
3361.07	-11310	-10904	15018	-132.5
3361.27	-9226	-10868	13754	-126.39
3361.54	-7555	-10832	12826	-121.2
3361.78	-6204	-10857	12269	-116.58
3362.03	-5156	-10836	11809	-112.51
3362.25	-4280	-10817	11522	-109.42
3362.49	-3665	-10794	11322	-107.21
3362.74	-3227	-10781	11214	-105.50
3362.96	-2913	-10795	11149	-104.16
3363.20	-2663	-10777	11077	-103.28
3363.43	-2504	-10779	11063	-102.55
3363.66	-2365	-10819	11062	-101.77
3363.73	-2217	-10804	11012	-101.20
3363.97	-2114	-10808	11021	-100.82
3364.22	-2062	-10853	11039	-100.70
3364.45	-2043	-10814	10998	-100.57
3364.70	-2005	-10829	11015	-100.29
3364.95	-1951	-10832	10998	-99.96
3365.19	-1891	-10848	11020	-99.79
3365.42	-1874	-10851	10993	-99.77
3365.69	-1855	-10814	10970	-99.60
3366.12	-1825	-10820	10976	-99.54
3366.39	-1820	-10845	10993	-99.42
3366.67	-1789	-10826	10971	-99.33
3366.92	-1783	-10857	11014	-99.31
3367.20	-1783	-10871	11013	-99.33
3367.44	-1785	-10869	11010	-99.24
3367.69	-1761	-10850	10984	-99.23
3367.96	-1757	-10821	10955	-99.9
3368.04	-1725	-10822	10961	-99.3
3368.26	-1722	-10830	10965	-99.9
3368.50	-1739	-10832	10974	-99.19
3368.76	-1758	-10845	10997	-99.17
3369.01	-1749	-10881	11024	-99.2
3369.27	-1724	-10900	11037	-98.95
3369.51	-1715	-10884	11005	-98.97
3369.79	-1714	-10845	10974	-98.98
3370.05	-1713	-10833	10966	-98.97
3370.35	-1708	-10823	10953	-98.98
3370.61	-1707	-10831	10969	-98.90
3370.86	-1706	-10845	10980	-99.6
